Platform,Product,Price Current (SAR),Price Original (SAR),Discount %,Price Raw,Link
Amazon,"HP Mobile Workstation ZBook Firefly 14 G8 Laptop, 14"" FHD Laptop, Quad-Core i5-1135G7, 16GB RAM, 512GB SSD, Backlit Keyboard, Windows 11 Pro(Renewed)","25,000
.",,,"25,000
.",https://www.amazon.eg/-/en/HP-Workstation-ZBook-Firefly-14/dp/B0DY7LWSFG/ref=sr_1_46?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-46
Amazon,"Lenovo LOQ 15AHP10, AMD Ryzen™ 7 250, 16GB RAM, 512GB SSD, RTX 5060 8GB, 15.6"" 144Hz, DOS, Luna Grey, 2 Years Warranty -83JG0095ED","53,999
.",,,"53,999
.",https://www.amazon.eg/-/en/Lenovo-15AHP10-RyzenTM-Warranty-83JG0095ED/dp/B0G1ZJQ1L4/ref=sr_1_47?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-47
Amazon,"HP OmniBook 7 AeroNGAI Laptop, AMD Ryzen AI 5 340, 13.3-inch, 16GB LPDDR5x, bg1001ne, Glacier Silver, 512GB SSD, AI-Powered, Integrated Radeon 800M Graphics, Windows 11 Home, 1 year warranty","45,999
.",,,"45,999
.",https://www.amazon.eg/-/en/HP-OmniBook-13-3-inch-AI-Powered-Integrated/dp/B0FPBGHQ84/ref=sr_1_48?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-48
Amazon,"Lenovo LOQ 15IRX9 Gaming Laptop - 13th Intel Core i7-13650HX, 16GB DDR5 RAM, 512GB SSD, AI Chip: LA1, NVIDIA GeForce RTX 3050 6GB GDDR6 Graphics, 15.6"" FHD (1920x1080) IPS 144Hz //2Years Warranty//","40,850
.",,,"40,850
.",https://www.amazon.eg/-/en/Lenovo-LOQ-15IRX9-Gaming-Laptop/dp/B0DC926Y7J/ref=sr_1_49?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-49
Amazon,"Lenovo Legion 7 Gaming Laptop, 16"" WQXGA 2560x1600 IPS 165Hz Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3080 16GB, 32GB DDR4 RAM, 1TB SSD, RGB Backlit Keyboard, E-shutter, Storm Grey","92,400
.",,,"92,400
.",https://www.amazon.eg/-/en/Lenovo-2560x1600-i7-11800H-Keyboard-shutter/dp/B0DG3717VX/ref=sr_1_50?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-50
Amazon,"Hp Victus 15 Gaming Laptop - 13th Intel i5-13500H 12-Cores, 6GB GDDR6 NVIDIA GeForce RTX 3050 Graphics, 16GB RAM, 512GB SSD, 15.6"" FHD (1920x1080) 144Hz IPS, Backlit Keyboard, Dos -Performance Blue","52,585
.",,,"52,585
.",https://www.amazon.eg/-/en/Victus-Gaming-Laptop-i5-13500H-Performance/dp/B0CNKJWK32/ref=sr_1_51?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-51
Amazon,ASUS ZenBook A14 [UX3407RA-QD906W] Snapdragon® X Elite X1E 78 100 /32GB LPDDR5X / 1TB SSD/Qualcomm® Adreno™ GPU/WIN 11,"69,999
.",,,"69,999
.",https://www.amazon.eg/-/en/ASUS-UX3407RA-QD906W-Snapdragon%C2%AE-Qualcomm%C2%AE-AdrenoTM/dp/B0G1MZXCNT/ref=sr_1_52?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-52
Amazon,"HP Victus Gaming 15-fb0034ne Laptop - Ryzen 7-5800H 8-Cores, 16 GB RAM, 512 GB SSD, NVIDIA RTX 3050 4GB GDDR6 Graphics, 15.6"" FHD (1920x1080) IPS 144Hz, Backlit Keyboard, Windows 11- Mica Silver","53,151
.",,,"53,151
.",https://www.amazon.eg/-/en/HP-Victus-Gaming-15-fb0034ne-Laptop/dp/B0CYNCBCWM/ref=sr_1_53?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-53
Amazon,"HP Victus Gaming Laptop 15-fb3014ne: Ryzen 7-7445HS, 16GB Ram, 512GB-SSD, GF RTX 2050 4GB, 15.6""-FHD, 1920x1080, 300nits, Full backlit Keyboard, Free Game Pass 3 Months, Windows 11, 3 Year Warranty","36,199
.",,,"36,199
.",https://www.amazon.eg/-/en/HP-Victus-Gaming-Laptop-15-fb3014ne/dp/B0FVXZBTZK/ref=sr_1_54?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-54
Amazon,"HP VICTUS Gaming Laptop 15-fa2035ne: Core i7-13620H, 16GB Ram, 512GB-SSD, GF RTX 4050 6GB, 15.6""-FHD, 300nits, 144Hz, Full backlit keyboard, Free Game Pass 3 Months, Windows 11, 3 Year Warranty","51,333
.",,,"51,333
.",https://www.amazon.eg/-/en/HP-VICTUS-Gaming-Laptop-15-fa2035ne/dp/B0FVXZTFSS/ref=sr_1_55?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-55
Amazon,ASUS Vivobook 16 [X1607QA-MB054W] Snapdragon® X X1 26 100 /16GB DDR5/1TB SSD/Qualcomm Adreno GPU/FHD+ 60Hz/ Win 11,"37,499
.",,,"37,499
.",https://www.amazon.eg/-/en/ASUS-Vivobook-X1607QA-MB054W-Snapdragon%C2%AE-Qualcomm/dp/B0G1MXLGQF/ref=sr_1_56?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-56
Amazon,"Educational laptop, Arabic-English, Math, Music, 80 functions","1,281
.",,,"1,281
.",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo4NjA4NDk1MjU2OTg1ODQ2OjE3NzExNDc0NjM6c3BfYnRmOjMwMDkwNjQwMjYwNTMzMjo6MDo6&url=%2FEducational-laptop-Arabic-English-Music-functions%2Fdp%2FB0DMWY9HTV%2Fref%3Dsr_1_57_sspa%3Fdib%3DeyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1771147463%26sr%3D8-57-spons%26aref%3D4hJ7C5HwBd%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=4hJ7C5HwBd&sp_cr=DUB
Amazon,Generic Flat Laptop - Capstania (Pesta),"242
.",,,"242
.",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo4NjA4NDk1MjU2OTg1ODQ2OjE3NzExNDc0NjM6c3BfYnRmOjMwMDYyNjY4NTA2NzgzMjo6MDo6&url=%2FGeneric-Flat-Laptop-Capstania-Pesta%2Fdp%2FB0FD7T7DJT%2Fref%3Dsr_1_58_sspa%3Fdib%3DeyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1771147463%26sr%3D8-58-spons%26aref%3DhV0AcDDEpW%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=hV0AcDDEpW&sp_cr=DUB
Noon,Apple MacBook Air MW123 | 13 Inch Display | Apple M4 Chip | 10-Core CPU 8-Core GPU | 16GB RAM | 256GB SSD | macOS | English Keyboard | International Version | Midnight,45492,48058,5,"EGP
45,492
48,058
Lowest price in 7 days
Free Delivery
Selling out fast",https://www.noon.com/egypt-en/macbook-air-mw123-13-inch-display-apple-m4-chip-10-core-cpu-8-core-gpu-16gb-ram-256gb-ssd-macos-english-keyboard-international-version-midnight/N70154912V/p/?o=c2d0541e3862cd1f
Noon,"ASUS TUF Gaming F16 2024 FX607VJ-RL165W Gaming Laptop, Intel Core 5-210H, 512GB SSD, 16GB RAM, 16 Inch, WUXGA, IPS, NVIDIA GeForce RTX 3050 6GB GDDR6, Windows 11 - Mecha Grey English/Arabic Mecha Gray",36379,45999,21,"EGP
36,379
45,999
#18 in Notebook Laptops
Lowest price in a year",https://www.noon.com/egypt-en/asus-tuf-gaming-f16-2024-fx607vj-rl165w-gaming-laptop-intel-core-5-210h-512gb-ssd-16gb-ram-16-inch-wuxga-ips-nvidia-geforce-rtx-3050-6gb-gddr6-windows-11-mecha-grey-english-arabic-mecha-gray/N70203426V/p/?o=b357c9c5d35dcfdb
Noon,Lenovo LAPTOP LENOVO LEGION 5 15IAX10 Intel Core Ultra 9 275HX RAM (2*16 ) 32G DDR5 5600 HDD 1T SSD M2 NVME VGA NVIDIA GeForce RTX 5070 8GB GDDR7 15.1 WQXGA (2560x1600) OLED 165 HZ DOS 2 YEAR WARRENTY 83F00072ED English/Arabic Eclipse Black,87299,94300,7,"EGP
87,299
94,300
#10 in Notebook Laptops
Lowest price in 30 days",https://www.noon.com/egypt-en/laptop-lenovo-legion-5-15iax10-intel-core-ultra-9-275hx-ram-2-16-32g-ddr5-5600-hdd-1t-ssd-m2-nvme-vga-nvidia-geforce-rtx-5070-8gb-gddr7-15-1-wqxga-2560x1600-oled-165-hz-dos-2-year-warrenty-83f00072ed-english-arabic-eclipse-black/N70269989V/p/?o=fc024149e4d971ee
Noon,Acer Aspire 3 A315-44P-R4GH Slim Laptop | 15.6 Inch FHD ComfyView | AMD Ryzen Core 7-5700U | 8GB RAM | 512GB PCIe SSD | AMD Radeon Graphics | DOS | Silver English/Arabic Silver,18124,20000,9,"EGP
18,124
20,000
Free Delivery
Selling out fast",https://www.noon.com/egypt-en/acer-aspire-3-a315-44p-r4gh-slim-laptop-15-6-inch-fhd-comfyview-amd-ryzen-core-7-5700u-8gb-ram-512gb-pcie-ssd-amd-radeon-graphics-dos-silver-english-arabic-silver/N70118846V/p/?o=bb0e6857d87c41fe
Noon,Apple MacBook Pro MX2X3 | 16.2 Inch Display | Apple M4 Pro Chip | 14-Core CPU 20-Core GPU | 24GB RAM | 512GB SSD | macOS | English Keyboard | English Space Black,N/A,N/A,N/A,"EGP
113,974
118,495
#12 in Notebook Laptops
Free Delivery",https://www.noon.com/egypt-en/macbook-pro-mx2x3-16-2-inch-display-apple-m4-pro-chip-14-core-cpu-20-core-gpu-24gb-ram-512gb-ssd-macos-english-keyboard-english-space-black/N70125927V/p/?o=d8f3a3bc2ba4725c
Noon,"Apple MacBook Air MC6U4 With 13 Inch Display, M4 Chip 10-Core CPU 10-Core GPU | 16GB RAM | 512GB SSD | macOS | English/Arabic Sky Blue",57804,60999,5,"EGP
57,804
60,999
Lowest price in 7 days
Free Delivery
Selling out fast",https://www.noon.com/egypt-en/macbook-air-mc6u4-with-13-inch-display-m4-chip-10-core-cpu-10-core-gpu-16gb-ram-512gb-ssd-macos-english-arabic-sky-blue/N70154929V/p/?o=e3064c9b45c9c47d
Noon,"Lenovo IdeaPad 5 Laptop With 15.6-Inch Display, Core i5-1235U Processor/16GB RAM/512GB SSD/2GB NVIDIA GeForce MX550 Graphics Card/Windows 11 Home English/Arabic Storm Grey",27990,29400,5,"EGP
27,990
29,400
#11 in Notebook Laptops
Free Delivery",https://www.noon.com/egypt-en/ideapad-5-laptop-with-15-6-inch-display-core-i5-1235u-processor-16gb-ram-512gb-ssd-2gb-nvidia-geforce-mx550-graphics-card-windows-11-home-english-arabic-storm-grey/N70048443V/p/?o=b3aa78e1e41a164c
Noon,"ASUS VivoBook 16 Laptop X1607CA-UL005W, 16.0 inch WUXGA Display, Intel® Core™ Ultra 5 225H, 16GB RAM, 512GB SSD, Intel® UHD Graphics, Windows 11 Home, Silver English/Arabic Silver",31364,36999,15,"EGP
31,364
36,999
15% OFF
Lowest price in 30 days
Free Delivery",https://www.noon.com/egypt-en/asus-vivobook-16-laptop-x1607ca-ul005w-16-0-inch-wuxga-display-intel-core-ultra-5-225h-16gb-ram-512gb-ssd-intel-uhd-graphics-windows-11-home-silver-english-arabic-silver/N70275806V/p/?o=cd4ef99382d713cb
Noon,Apple MacBook Pro MDE04 | 14 Inch Display | Apple M5 Chip | 10-Core CPU And 10-Core GPU | 16GB RAM | 512GB SSD | macOS | English Keyboard | International Version | English Space Black,79301,84999,7,"EGP
79,301
84,999
Free Delivery
Selling out fast",https://www.noon.com/egypt-en/macbook-pro-mde04-14-inch-display-apple-m5-chip-10-core-cpu-and-10-core-gpu-16gb-ram-512gb-ssd-macos-english-keyboard-international-version-english-space-black/N70248386V/p/?o=f246100e3672558a
Noon,Apple MacBook Air MW0Y3 | 13 Inch Display | Apple M4 Chip | 10-Core CPU 8-Core GPU | 16GB RAM | 256GB SSD | macOS | English Keyboard | International Version | Starlight,45861,48999,6,"EGP
45,861
48,999
Lowest price in a year
Free Delivery",https://www.noon.com/egypt-en/macbook-air-mw0y3-13-inch-display-apple-m4-chip-10-core-cpu-8-core-gpu-16gb-ram-256gb-ssd-macos-english-keyboard-international-version-starlight/N70154911V/p/?o=d6a254726c96071e
Noon,"ASUS VivoBook 16 OLED Laptop X1605VA-OLED507W, 16.0 inch WUXGA Display, Intel Core i7-13620H, 16GB RAM, 512GB SSD, Intel® UHD Graphics, Windows 11 Home, Silver English/Arabic Silver",32495,36999,12,"EGP
32,495
36,999
Lowest price in 30 days
Free Delivery",https://www.noon.com/egypt-en/asus-vivobook-16-oled-laptop-x1605va-oled507w-16-0-inch-wuxga-display-intel-core-i7-13620h-16gb-ram-512gb-ssd-intel-uhd-graphics-windows-11-home-silver-english-arabic-silver/N70271213V/p/?o=f45cd0e04b33326f
Noon,Apple MacBook Air MRXP3 | 13 Inch Display | Apple M3 Chip | 8-Core CPU and 10-Core GPU | 8GB RAM | 512GB SSD | macOS | English Keyboard | International Version | Space Grey,48480,69999,31,"EGP
48,480
69,999
Lowest price in 30 days
Free Delivery",https://www.noon.com/egypt-en/macbook-air-mrxp3-13-inch-display-apple-m3-chip-8-core-cpu-and-10-core-gpu-8gb-ram-512gb-ssd-macos-english-keyboard-international-version-space-grey/N70051931V/p/?o=b484b65bbd19473d
Noon,"ASUS (Upgraded Version) ROG Strix 16 Gaming Laptop, 16"" WUXGA 165Hz Display, Intel Core Ultra 9 275HX, 32GB DDR5 RAM, 1TB PCIe 4.0 SSD, NVIDIA GeForce RTX 5070 8GB GDDR7 English/Arabic Black English/Arabic Black",N/A,N/A,N/A,"EGP
112,694
122,000
#28 in Notebook Laptops
Free Delivery",https://www.noon.com/egypt-en/upgraded-version-rog-strix-16-gaming-laptop-16-wuxga-165hz-display-intel-core-ultra-9-275hx-32gb-ddr5-ram-1tb-pcie-4-0-ssd-nvidia-geforce-rtx-5070-8gb-gddr7-english-arabic-black-english-arabic-black/N70218066V/p/?o=c2e3cb9029133d1a
Noon,asus Vivobook E1504FA-NJ001 -90NB0ZR3-M02800-R3 7320U-4GB LPDDR5 -256GB SSD-DOS15.6 FHD -AMD Radeon™ Graphics English/Arabic green grey,14466,N/A,N/A,"EGP
14,466
#27 in Notebook Laptops
Free Delivery",https://www.noon.com/egypt-en/asus-vivobook-e1504fa-nj001-90nb0zr3-m02800-r3-7320u-4gb-lpddr5-256gb-ssd-dos15-6-fhd-amd-radeon-graphics-english-arabic-green-grey/N70128534V/p/?o=d62673ea6f3a164a
Noon,"DELL Inspiron 3520 Laptop With 15.6 Inch Display,Core i3 1215U Processor/8GB DDR4 RAM/ 512GB SSD/Intel UHD Graphics/DOS(Without Windows) English/Arabic Black",19900,N/A,N/A,"EGP
19,900
#23 in Notebook Laptops
Free Delivery",https://www.noon.com/egypt-en/inspiron-3520-laptop-with-15-6-inch-display-core-i3-1215u-processor-8gb-ddr4-ram-512gb-ssd-intel-uhd-graphics-dos-without-windows-english-arabic-black/N70148825V/p/?o=cc77fd73c3248b0e
